CircuitDepth,CircuitNumCXGates,CircuitNumU1Gates,CircuitNumU2Gates,CircuitNumU3Gates,CircuitWidth,StateHammingWeight,StateRealProb,StateUpDnErr25,StateUpDnErr50,StateUpDnErr75,StateUpProb25,StateUpProb50,StateUpProb75,TotalUpDnErr25,TotalUpDnErr50,TotalUpDnErr75,target
10,0,0,0,0,10,0,0,11.5234375,11.767578125,12.40234375,0.9765625,1.07421875,1.3671875,5.76171875,5.8837890625,6.201171875,0.0
10,0,0,0,0,10,1,0,11.5234375,11.767578125,12.40234375,1.2939453125,1.5625,1.66015625,5.76171875,5.8837890625,6.201171875,0.0
10,0,0,0,0,10,1,0,11.5234375,11.767578125,12.40234375,3.6865234375,4.248046875,4.541015625,5.76171875,5.8837890625,6.201171875,0.0
10,0,0,0,0,10,2,0,11.5234375,11.767578125,12.40234375,5.517578125,6.494140625,6.8359375,5.76171875,5.8837890625,6.201171875,10.3515625
10,0,0,0,0,10,2,0,11.5234375,11.767578125,12.40234375,7.91015625,8.30078125,8.59375,5.76171875,5.8837890625,6.201171875,8.203125
10,0,0,0,0,10,3,0,11.5234375,11.767578125,12.40234375,5.7861328125,6.4453125,6.7626953125,5.76171875,5.8837890625,6.201171875,8.69140625
10,0,0,0,0,10,2,0,11.5234375,11.767578125,12.40234375,1.8310546875,2.1484375,3.02734375,5.76171875,5.8837890625,6.201171875,0.0
10,0,0,0,0,10,3,0,11.5234375,11.767578125,12.40234375,0.78125,0.927734375,0.9765625,5.76171875,5.8837890625,6.201171875,0.0
10,0,0,0,0,10,3,0,11.5234375,11.767578125,12.40234375,4.98046875,5.46875,5.76171875,5.76171875,5.8837890625,6.201171875,10.44921875
10,0,0,0,0,10,4,0,11.5234375,11.767578125,12.40234375,0.7080078125,0.830078125,0.9765625,5.76171875,5.8837890625,6.201171875,0.0
10,0,0,0,0,10,2,0,11.5234375,11.767578125,12.40234375,2.5390625,2.63671875,3.2958984375,5.76171875,5.8837890625,6.201171875,0.0
10,0,0,0,0,10,3,0,11.5234375,11.767578125,12.40234375,5.126953125,5.615234375,5.810546875,5.76171875,5.8837890625,6.201171875,9.9609375
10,0,0,0,0,10,3,0,11.5234375,11.767578125,12.40234375,1.0009765625,1.171875,1.3671875,5.76171875,5.8837890625,6.201171875,0.0
10,0,0,0,0,10,4,0,11.5234375,11.767578125,12.40234375,0.87890625,1.123046875,1.3427734375,5.76171875,5.8837890625,6.201171875,0.0
10,0,0,0,0,10,3,0,11.5234375,11.767578125,12.40234375,0.87890625,1.025390625,1.1474609375,5.76171875,5.8837890625,6.201171875,0.0
10,0,0,0,0,10,4,0,11.5234375,11.767578125,12.40234375,1.0009765625,1.171875,1.3427734375,5.76171875,5.8837890625,6.201171875,0.0
10,0,0,0,0,10,4,0,11.5234375,11.767578125,12.40234375,0.68359375,0.78125,0.9521484375,5.76171875,5.8837890625,6.201171875,0.0
10,0,0,0,0,10,1,0,11.5234375,11.767578125,12.40234375,1.3916015625,1.611328125,1.8310546875,5.76171875,5.8837890625,6.201171875,0.0
10,0,0,0,0,10,2,0,11.5234375,11.767578125,12.40234375,0.9033203125,0.9765625,1.07421875,5.76171875,5.8837890625,6.201171875,0.0
10,0,0,0,0,10,1,0,11.5234375,11.767578125,12.40234375,3.076171875,3.759765625,3.955078125,5.76171875,5.8837890625,6.201171875,0.0
10,0,0,0,0,10,2,0,11.5234375,11.767578125,12.40234375,1.5869140625,1.904296875,2.2705078125,5.76171875,5.8837890625,6.201171875,0.0
10,0,0,0,0,10,2,0,11.5234375,11.767578125,12.40234375,6.0546875,6.298828125,6.689453125,5.76171875,5.8837890625,6.201171875,8.59375
10,0,0,0,0,10,3,0,11.5234375,11.767578125,12.40234375,0.8056640625,0.87890625,1.07421875,5.76171875,5.8837890625,6.201171875,0.0
10,0,0,0,0,10,1,0,11.5234375,11.767578125,12.40234375,2.24609375,2.490234375,2.734375,5.76171875,5.8837890625,6.201171875,0.0
10,0,0,0,0,10,2,0,11.5234375,11.767578125,12.40234375,4.6875,5.17578125,5.2734375,5.76171875,5.8837890625,6.201171875,10.7421875
10,0,0,0,0,10,2,0,11.5234375,11.767578125,12.40234375,1.0986328125,1.220703125,1.3671875,5.76171875,5.8837890625,6.201171875,0.0
10,0,0,0,0,10,3,0,11.5234375,11.767578125,12.40234375,0.78125,0.9765625,1.2451171875,5.76171875,5.8837890625,6.201171875,0.0
10,0,0,0,0,10,2,0,11.5234375,11.767578125,12.40234375,6.787109375,7.12890625,7.51953125,5.76171875,5.8837890625,6.201171875,12.109375
10,0,0,0,0,10,3,0,11.5234375,11.767578125,12.40234375,6.9580078125,7.51953125,7.861328125,5.76171875,5.8837890625,6.201171875,8.88671875
10,0,0,0,0,10,3,0,11.5234375,11.767578125,12.40234375,6.54296875,7.2265625,7.32421875,5.76171875,5.8837890625,6.201171875,12.01171875
10,0,0,0,0,10,4,0,11.5234375,11.767578125,12.40234375,1.2939453125,1.416015625,1.6357421875,5.76171875,5.8837890625,6.201171875,0.0
